"ASSET","BANKS","BKPREM","CHBAL","CHBALI","CRLNLS","DDT","DEP","DEPFOR","DEPI","DEPIFOR","DEPNI","DEPNIFOR","DRLNLS","EDEP","EDEPDOM","EDEPFOR","EFREPP","EINTEXP","ELNATR","EOTHNINT","EPREMAGG","EQCDIV","EQCDIVC","EQCDIVP","ESAL","ESUBND","EXTRA","FREPO","FREPP","ICHBAL","ID","IFREPO","IGLSEC","ILNDOM","ILNFOR","ILNLS","ILS","INTAN","INTBAST","INTBLIB","INTINC","ISC","ISERCHG","ITAX","ITAXR","ITRADE","LNAG","LNATRES","LNAUTO","LNCI","LNCON","LNCONOTH","LNCRCD","LNDEP","LNLS","LNLSGR","LNLSNET","LNMOBILE","LNMUNI","LNRE","LNREAG","LNRECONS","LNREDOM","LNREFOR","LNREMULT","LNRENRES","LNRERES","LNSP","LS","MTGLS","NALNLS","NCLNLS","NETINC","NEW10_1","NEW10_2","NEW10_3","NEW11_1","NEW15_1","NEW15_2","NEW15_3","NEW15_4","NEW15_5","NEW15_7","NEW16_1","NEW6_1","NEW9_1","NIM","NONII","NONIX","NTLNLS","NTR","NTRTIME","NUMEMP","OEA","OONONII","ORE","P3LNLS","P9LNLS","SC","SCAGE","SCEQ","SCMUNI","SCMV","SCUST","STNAME","SUBND","TINTINC","TOINTEXP","TPD","TRADE","TRN","UNINC","YEAR"
22897206750,3928,189978703,2601179703,2378675776,17598335,5542642031,18238613615,1466577470,14340581143,1340846906,3898032471,125730564,94712111,437070428,391775934,45294494,34805757,543408582,81460455,233835906,48144063,175567855,175088354,479501,266574653,3230606,5091955,629895803,369339224,121810006,"CB_2024_USA",46175958,-5918405,783648447,36679049,826723971,6396475,410748268,20925665747,15830418429,1203276242,168863154,31406165,63932750,324424353,25338682,83036079,206228749,496116366,2330648996,1887980943,293215095,1055963548,60723122,12061752627,12059740687,11853511938,0,190740904,5569763689,116553783,458269034,5523407316,46356373,577580548,1738978511,2632025440,0,118396995,0,82252630,115574060,259297219,731484853,887437511,,1820461904,16896554055,8029777,760828179,573201604,8586540089,16772036145,1065448897,65886320,1144790681,659867660,299919551,553902402,77113776,10363084256,2642854025,1948518,1517333314,268513386,3519424,71605074,33321430,5176144719,2678125504,0,291619899,4890082656,1467363619,"United States & Other Areas",55049165,376552271,103922683,104926504,887437511,6408951889,2011940,"2024"
22451217075,4036,185508612,2763801167,2526859543,14769400,5129320620,17832421016,1467776449,13818392297,1346500493,4014028718,121275957,72302686,339295301,300499881,38795420,25303437,431724807,79596457,238800723,46772352,208871810,208382928,488882,261945128,3336358,874928,619235225,319926982,110607731,"CB_2023_USA",38442166,-11023970,721787693,35792677,762902548,5322178,417449804,20498317920,15361322804,1091832405,145771944,29751903,56501229,312273607,20173927,78951876,202002160,506684744,2435194872,1973501445,372120899,1006842495,59435813,11812947821,11811576750,11609574590,0,202066140,5508049551,114619814,473407445,5460673377,47376174,563148928,1720236258,2589260932,0,115962090,0,68085882,99241289,245240890,758201375,757997091,,1439786000,16501031972,7395939,746675975,577317130,8615466643,16364644537,1165954509,61623219,1110250954,660107598,294959707,563197240,57533286,10413368589,2619857274,1974430,1377232316,265207804,2748161,68792060,31155407,4984651471,2618600315,0,322028050,4721144095,1278458978,"United States & Other Areas",57049016,328929857,90263014,99947467,757997091,5951275948,1371071,"2023"
22315212074,4136,183497835,2499473518,2257228283,14822437,5261099620,18133153156,1488788247,13265055194,1347495767,4868097985,141292480,43370580,84575617,74393515,10182102,4862983,112008555,47566323,209917969,45885556,139294339,138672366,621973,247979719,2259171,-263500,638412991,266131895,35912573,"CB_2022_USA",12288106,-3519060,503880041,22302814,530507791,4324936,423261946,20396666501,14473087638,704375770,107893705,32310644,63628671,317408366,11218660,73499947,181143813,525935525,2486419848,1921533862,387036747,910474245,64210453,11587344542,11585594524,11404450711,0,208428020,5338131708,111804397,440131591,5281941827,56189881,550004861,1680585396,2499415582,0,110488371,0,51805549,81470586,249754418,788531487,728949694,,1384632292,16818170297,3590290,722997975,588394594,9834635727,16644364905,876794799,19739445,1067070396,592367215,280208673,507601199,28548143,10522636408,1548629558,2016527,1367362685,247898029,2470161,62231284,29665037,5367624822,2819713679,0,371328376,5040163036,1381301382,"United States & Other Areas",65105750,173867979,26861599,91896321,728949694,6121728497,1750018,"2022"
22200965310,4238,178660330,3420853146,3193346425,17082648,4969375025,18415160068,1511978092,12845553624,1337479371,5569606471,174498720,41827379,22301842,21685991,615851,331855,32393759,-31333593,190180858,45995762,149679814,149209465,470349,238114255,1748082,47248,596624009,256051483,4813422,"CB_2021_USA",2359577,2394555,410655339,16288689,431349329,4405301,393900334,20501891736,13693326939,521679562,73421705,33234525,67766280,328680782,7719550,71146382,164635526,517831087,2262156371,1744687618,350524442,781439445,60851997,10567521658,10565563612,10400928086,0,196631830,4818856301,104267223,376260711,4750057202,68799099,438382135,1548562453,2282584680,0,112721628,0,59608304,85604621,263168314,703232697,723326629,,1300469475,17035552360,4508540,724688431,650410737,10816321688,16903181927,525331816,7603626,896216966,489285803,285970891,477909506,24744731,11165045513,1117485214,1949433,1319950638,252736366,2789223,52572210,25996317,5587666587,3055014355,0,408811132,5568571298,1410367830,"United States & Other Areas",66390016,90330233,9683563,78568527,723326629,5738136414,1958046,"2021"
20490612225,4379,180089756,3073676041,2821370899,14872482,3636297634,16684029922,1533793441,12026387530,1374325244,4657642410,159468197,64717836,52635059,49664839,2970220,1566033,70460950,124595061,182516923,46240152,79622807,79218467,404340,224077344,2022996,-102447,780630054,263381581,7070854,"CB_2020_USA",4732473,7528972,437838947,17759985,460460893,4861961,376271756,18862007481,13007910157,559945071,76230590,31531252,33323133,162593031,8786683,68721409,220599798,472269963,2384061578,1615430559,325526754,734736911,59976390,10206610645,10203616415,9983016617,0,195724923,4678068613,101019121,362039176,4608204443,69864170,409053822,1470321465,2265770859,0,118949311,0,77915663,109558455,136466350,624356665,731231799,,1085677849,15388889623,3572895,636010900,655556504,10172300558,15150236444,649930139,13673237,815523037,489484121,265812693,468108722,49845354,10904995650,1341638252,1943265,1511861853,234281441,4415053,58544876,31642792,4545758112,2606851356,0,362840432,4573293423,943716626,"United States & Other Areas",68210907,99484178,17262266,90187668,731231799,4245240794,2994230,"2020"
17491133592,4526,179090680,1594281716,1387515620,15021100,1816543828,13614287333,1315291809,10408656974,1190044240,3205630375,125247569,61395281,111719806,100271480,11448326,6024687,148377721,49853613,176214571,43655491,169315174,168634674,680500,210686473,2788466,162640,561579933,226531491,22970322,"CB_2019_USA",13943980,3494626,481515560,22491038,508974178,4967580,396813641,15952494940,11689469576,653647021,89182560,34632760,56566654,270732934,13438077,75438524,114153235,458770571,2164262503,1695551366,311822137,846120582,74548734,9864836078,9862632199,9748478964,0,181734752,4604187931,102473430,338398361,4540382501,63805430,390075152,1419315788,2290119770,0,126337335,0,51302228,83993448,217593740,545220065,658450319,,942774891,12468810839,3881683,552720015,588874796,8657666148,12298995477,984355250,27246277,750564463,505269300,251950097,436632850,46374181,10075222734,1824785501,1941314,1220030252,217317337,5403772,61341728,32691220,3596470104,2122537822,484226,302961378,3605658564,619596581,"United States & Other Areas",69925861,144672843,36059430,94032948,658450319,2223772743,2203879,"2019"
16728101634,4717,122105828,1617299243,1403421392,14981665,1723790648,12898467418,1253300918,9729772511,1136263821,3168694896,117037095,57057819,77230761,68353534,8877227,4036937,111299038,43928974,178056660,42364750,158461698,158002387,459311,205208506,2778611,-37432,620806546,235442434,24802543,"CB_2018_USA",8325366,183122,451464892,21964543,478418475,4989040,385309460,15260315802,11064176367,610121712,83458744,34774597,56658122,278847917,11023897,78825896,113717957,430347500,2114330181,1595382251,282794032,803689067,83230952,9462135384,9459888245,9346170288,0,186619803,4413340723,102827456,327018416,4351437726,61902997,350281583,1337376292,2233933979,0,127525323,0,53822316,89643847,222055268,522349818,571188164,,862880230,11813309990,3739937,517517843,563899648,8175479396,11645166493,1030299574,26799344,740210316,498822674,254256617,430302401,42076154,9550805887,1745896449,1943051,1191994710,219482020,6282377,59511650,35821531,3318729412,1952154049,1025507,317304636,3299729448,521348761,"United States & Other Areas",68661848,131703237,33614892,95333181,571188164,2094360606,2247139,"2018"
16217881358,4918,118252915,1832972098,1618661480,13297247,1699893098,12467586531,1317594804,9181460133,1196474985,3286126440,121119820,54796564,42932301,36821073,6111228,2055649,66848952,44356026,164100211,42131202,113422451,112925477,496974,197234628,2742936,-87270,429007530,253528266,16142118,"CB_2017_USA",4884887,1823019,391872897,19488423,416061121,4699801,372022501,14782586355,10521413669,524347298,73996594,35117492,90204393,240290042,9839500,77405033,112660448,424305205,1937069956,1527472927,261039152,762125634,83766243,9007798224,9005676036,8893015588,0,188828812,4301413802,98948544,315750963,4237066475,64347327,328445583,1285153894,2208767491,0,126238695,0,61017817,105142814,151492098,536509199,568538209,,765602768,11412990306,3828972,511274327,539492926,7957902970,11149991730,1017523015,18766653,722802121,457498346,235852448,408704726,41499317,9106556044,1492195662,1950933,997545739,200734956,7906848,61666716,44124997,3273363548,1915810882,6587744,355838373,3270270462,458617350,"United States & Other Areas",68902255,108286177,23565238,105791713,568538209,2043435686,2122188,"2017"
15627781046,5112,112419513,1738274691,1535200955,12778806,1592931789,11982312148,1245578949,8800151248,1135662990,3182160925,109915959,51067598,29636503,25008820,4627683,1552029,48671164,42950780,154598888,42960683,95745967,95251545,494422,186933983,2883785,-322568,397898647,225179649,8451512,"CB_2016_USA",3788492,3539213,356312828,19826690,380796117,4656599,358627188,14200927833,10106381622,471901608,66834456,34683126,68828323,222632073,9943047,76717178,111707244,414396068,1864801382,1448235636,250874012,706423506,82560979,8605801145,8603821592,8492114348,0,171726498,4132715274,93693469,292736311,4074321952,58393322,308514026,1223454539,2155923607,0,122879240,0,73111036,120082154,156685060,573155810,550657288,,706164919,11024817199,3752892,501395627,452346430,7707735749,10736733203,997166368,14598847,742466210,423230444,232694577,390342169,38288792,8816751876,1436065665,1923661,948555935,198011451,10266566,60021592,46971118,3225056595,1798144956,6659609,346264388,3221172274,500831832,"United States & Other Areas",83884357,91105491,19034661,106992710,550657288,1919981327,1979553,"2016"
14893214772,5340,111946421,1686442195,1499395156,13254192,1493418751,11349503567,1281997023,8320140393,1180164205,3029363204,101832818,46762525,25504893,20755491,4749402,1207990,40485569,33115111,153975551,42654991,97603964,97277618,326346,181123600,2693790,-11802,363659226,259351823,5440620,"CB_2015_USA",2941353,3372289,327854841,19804387,351956176,4296948,350308065,13526237534,9617664794,438200726,65072540,33543624,65019761,214032269,9860420,78937987,109385137,388545591,1773808383,1362577809,235800580,664608580,95406854,8171960834,8170050510,8060665373,0,152002512,3921795465,88471977,257339101,3856849319,64946146,273696159,1138911298,2098430784,0,113126508,0,71499193,126144412,151896097,613259711,540735285,,674305337,10424804609,4114806,490270636,430313516,7107479959,10067506566,947285512,11078896,704440142,397715157,233558337,384126114,33508333,8255263551,1466607856,1904845,904394511,200014713,13235571,58897246,54645219,3061782494,1703451777,8280402,328563119,3065176133,408227485,"United States & Other Areas",90887066,86244550,14980676,113542465,540735285,1812243015,1910324,"2015"
14474657533,5607,112001406,1854479110,1643685372,15197021,1435921613,10938732842,1393368957,8056677809,1291043867,2882055034,102325088,51239772,25740094,20048941,5691153,1479899,40833610,25855645,163058374,42210517,82764868,82558287,206581,177742371,2751014,-52632,356237625,294252555,5183333,"CB_2014_USA",2903581,2792291,318418754,22495193,345352292,4438345,346510526,13106281013,9348685509,429417525,63116975,32931178,62095023,200168414,10283408,75414016,113064805,360651406,1650689752,1298722643,237643867,638366028,98810929,7632696723,7631148064,7518083259,0,131071431,3699599697,81726578,221784937,3632907321,66692376,232137530,1054802554,2042455722,0,110724796,0,78886373,148867686,140189718,687709135,654682482,,567663396,9985108503,4719031,483985814,464919494,6618266347,9545363885,900913323,10862603,679323190,388583915,227844213,390404069,36042751,7804586605,1491175925,1910759,1010920107,194913035,19747660,64280719,69981313,2933592275,1542365234,10585802,302281912,2941031535,390650192,"United States & Other Areas",96841822,84065233,15093516,134262032,654682482,1740777280,1548659,"2014"
13673056712,5847,111983480,1632511962,1406183468,16327760,1319237999,10385833653,1401024968,7738894167,1298134369,2646939512,102890597,65820488,29243508,22764305,6479203,1843229,46209024,28303680,155708758,41253457,83273856,83116243,157613,175494662,3110175,126083,424029503,337110621,4746145,"CB_2013_USA",3609812,4091047,319381426,23061896,347052262,4608940,354284001,12280474387,8946437298,430477628,61745194,32507410,64867286,204539895,10964573,68125568,126471038,332148384,1506295443,1248797629,237561337,621634613,113285645,7242474218,7241020287,7114549249,0,114188059,3596428044,76311387,195344850,3530490986,65937058,203551432,1012715066,2042568251,0,108496935,0,99896604,191400966,143110234,750599575,614828859,,486856858,9460823790,3238076,459414082,462357705,6256253293,8984808670,771399300,12012112,672217244,384268604,231897726,383322755,49492728,7371085354,1409317378,1924790,1038858362,199390316,27769106,69297643,91504362,2720883308,1491850987,10886321,279582915,2714400012,187963510,"United States & Other Areas",99033210,83425366,16965516,160802005,614828859,1613723316,1453931,"2013"
13387499239,6072,112509600,1335227076,1071997733,17219846,1196934622,10012097628,1370180658,7434904601,1265285229,2577193043,104895431,93364625,36452519,28566401,7886118,2174015,57099277,52323777,165639432,41599170,89595545,89426110,169435,173455138,3395392,-85878,505827039,427109620,4641354,"CB_2012_USA",4758374,8940813,326152792,25334447,356400966,4913727,351465325,11940682124,8692655800,444660155,65120318,32526190,52586362,174374697,11103008,64539559,152213911,301655379,1437813142,1230509040,238170287,634049658,103160311,7045144786,7043761698,6891547787,0,95711123,3607204741,72311315,188031524,3547058241,60146500,178064488,977655839,2130995075,0,103223130,0,138550199,255292312,130041412,760155897,721928923,,402983760,9099944111,3436326,433748878,474968313,5966927250,8641916965,713109079,15077351,684748615,387560878,227656720,388519124,76144779,7150677463,1478055093,1961358,1227755962,195130530,34864233,80583716,116742113,2749380642,1525639793,13585419,249793087,2755415734,200206437,"United States & Other Areas",117532500,88259189,20646758,197325829,721928923,1491239502,1383088,"2012"
12650468093,6275,111962685,1197160235,956467424,18785915,1031416414,9258874267,1428229999,6954774341,1332496425,2304099952,95733575,124268530,45307642,35193656,10113986,3020909,71281743,70020284,160003364,40862899,70903776,70778760,125016,164690064,3686145,911097,457673545,438847748,5176803,"CB_2011_USA",4987221,4992802,328024284,26636943,360074909,5413682,348544369,11210706759,8279645601,455652795,69987189,32547851,46245846,151314520,12928831,61084731,178666557,282327890,1276132284,1213051861,241143564,632177774,119277376,6720862260,6719229478,6540562922,0,78526313,3547259406,67995290,221184804,3487725209,59534197,158780428,953243322,2086521365,0,97925541,0,157765146,285923409,110182982,733842440,714275526,,327604689,8376805135,2844236,425996749,453228147,5272871999,7830644239,754234932,19267047,697550033,384371052,213042735,376078983,105482615,6522520114,1526355826,1952190,1171949071,180494884,41011436,90420657,128158263,2541727342,1431462604,12855834,206282337,2544788187,157284125,"United States & Other Areas",131788580,95577886,25974101,218578920,714275526,1308124125,1632782,"2011"
12069442602,6519,110670756,922854347,738137633,17731104,705919084,8517722866,1549552066,6796496399,1465719267,1721226498,83832799,193876101,56809372,48299339,8510033,3351977,89387233,146868985,150591371,40426128,51381483,51298677,82806,156562885,4241080,-565473,454369397,528687521,4247368,"CB_2010_USA",4008575,8294183,349763178,25768504,381530422,5998740,373372492,10648252823,8389827959,481645564,77127728,35657974,33712004,104045715,12429856,59070608,218015018,0,1121046764,1227097584,516481426,652757692,102455199,6598449243,6596068630,6378053612,0,65907762,3650693499,67524489,295168789,3593512791,57180708,154881923,959495176,2116442414,0,99572490,0,202802574,326842351,77427236,679180121,723731908,,272605284,7739936642,3719965,389438266,384627993,4609764588,6968170786,919819576,24984804,705776071,392258331,216693886,358037517,176144997,6000779766,1652487114,1922697,1178101305,181035912,46653746,105643137,124039777,2353960273,1302786727,14925446,171159896,2356526663,185908083,"United States & Other Areas",144824463,100115142,32577861,229682914,723731908,967391020,2380613,"2010"
11826781868,6829,110526150,977134319,765060872,11239386,651695730,8336603049,1529873741,6768554566,1465106362,1568048528,64767378,185822064,82894738,73830869,9063869,4548394,120423277,231535741,142086373,41457153,43487768,43359325,128443,151131188,5665391,-3840746,401729959,551412185,5171931,"CB_2009_USA",3430417,-1046678,335999102,26368213,368903923,6536608,386990928,10357193942,8405882897,482342203,86304881,41098700,4492461,-1457526,15923984,59323317,213877828,0,1149917022,977879333,532908042,383690121,112424993,6500300809,6496607416,6282729588,0,61648675,3824163025,66160658,413948718,3761181077,62981948,157310455,982505394,2141255852,0,107477020,0,237505863,363576850,-11619811,714127898,706375162,,207467379,7481062705,3837409,384185346,467517589,4148031113,6806729299,931253039,27314754,724148245,361918926,242720247,374560958,174582678,5898915121,2007002456,1892738,1108105121,201621547,35849155,125391904,126070987,2201298361,1212363124,20311142,154103137,2203860999,100393063,"United States & Other Areas",154663107,113438280,37528539,251462891,706375162,907814178,3693393,"2009"
12313141199,7077,109697977,1041879943,779876785,8619715,645607250,8085709986,1539086798,6655066700,1480845710,1430643359,58241088,97455790,143035724,108407275,34628449,19604117,210573907,152570889,123856308,38532883,42965265,42838085,127180,137941420,6947342,5446147,688046006,804489894,10354196,"CB_2008_USA",16242595,-14404105,354845661,38885520,398246755,4515574,392655687,10839724693,8917500052,530609216,76945679,38951742,6288777,30508757,25244785,59576480,156707871,0,1416644613,1000063353,533349450,405423249,111856314,6843479567,6840672392,6683964521,0,55496050,3842701135,63284192,532675501,3778290124,64411011,150131731,956160122,2076038578,0,118751331,0,134154389,201483372,15262023,493144195,939907185,,238390227,7236426662,3990532,354130368,491162424,3511868123,6546623182,1274961059,40986724,686146441,320035309,194168941,331124604,88836075,5694919093,2389147809,1946858,1627953191,155217199,22913243,134954464,67328983,1747930196,1056708333,21733226,144025722,1741726291,32318720,"United States & Other Areas",182982399,132362461,67538183,202283447,939907185,851704089,2807175,"2008"
11181900787,7279,105045160,482309692,192600757,8588335,512529533,7313861237,1502061276,6112278722,1436773507,1201582521,65287770,46864785,210473338,156539438,53933900,38133325,308119899,57400831,125329717,38034352,79915430,79739239,176191,141308329,9476857,-1735552,646096408,766238167,9789976,"CB_2007_USA",28353241,-638231,414937998,39645534,461412442,6828910,423316705,9839663412,8168820803,611498904,81180698,38657099,42752640,142765577,26352433,56569500,89230957,0,1369293592,959879680,521169308,375691052,136203604,6631978516,6629764071,6540533114,0,44848708,3677515026,57006745,560079166,3606983509,70531517,110822261,865623711,2013451626,0,128784017,0,58937174,88166706,97639154,479410928,867660203,,258884323,6547295337,5003238,326234850,435327812,3202138073,5811799951,1115403964,50036379,514374406,303379005,211073718,314286315,38276450,5104170846,2097132345,1958301,1513756611,172416619,9792169,85448844,29229532,1592772930,920566577,20994700,141309047,1592291404,30491680,"United States & Other Areas",174899950,150086462,97646561,114678376,867660203,707629105,2214445,"2007"
10097741906,7397,96861202,433132842,154255165,8381188,516121610,6735638819,1193603946,5518831781,1140473194,1216807072,53130751,31880791,173078115,132806979,40271136,34554349,263243195,25613429,113698657,35969693,80551222,80327181,224041,133404884,8587509,2648183,529538021,719942693,7724315,"CB_2006_USA",21085932,-1384120,381986105,29895778,419246114,7364231,358610213,8887612447,7259084344,548298312,79030497,35693795,59493965,186496532,17954383,54089022,69118781,0,1140131685,858863010,470162464,341022080,128972063,5987975316,5985673632,5916554851,0,38344641,3434208622,52352068,499066056,3376911281,57297341,106504195,811647987,1907340975,0,136923679,0,27616818,47846379,128266630,425616532,619625258,,196442528,6048017895,3847558,289970705,393802661,3109594452,5542034874,870520079,47023222,470312141,285055117,217460062,290405217,23499603,4825946679,1916318812,1942770,1149163279,181766267,5468226,58743760,20229561,1667639152,1046053419,17919152,135281162,1666612346,42768887,"United States & Other Areas",149789791,129052198,90165080,78973321,619625258,716088195,2301684,"2006"
9046945908,7523,91769260,400416027,123677582,9559108,543703054,6077508026,920631945,4873023982,870234587,1204484050,50397359,38074707,106532219,82752698,23779521,20203327,165400204,26664597,111549168,34971093,64276644,63933240,343404,122952264,6660035,240627,443384686,668045336,5166395,"CB_2005_USA",11034528,-169474,302293684,23930480,333604071,7379907,303004221,7956871291,6420412827,433571362,67269448,33805829,53873446,167767297,13671840,51461763,68796794,0,1020171535,838687360,442370932,355626985,161307078,5389045770,5386067699,5317270905,0,32157642,2988303182,47749783,392565271,2935824605,52478577,98135242,739308305,1658066004,0,136720041,0,23357174,40418750,113965005,378145089,499144320,,160237110,5541112804,3392286,261054531,271948405,2963206420,5156876076,757106746,32004623,414536323,268171158,202845892,276585156,28515599,4408569409,1649966602,1869417,942529006,169040063,4026368,47409803,17061576,1573393798,1005976551,13512740,122505218,1572083680,53254198,"United States & Other Areas",122236763,99967291,58867985,64471379,499144320,748306667,2978071,"2005"
8420099062,7628,86835034,387642695,153881044,8686460,548308746,5596572154,865891962,4491744918,823005761,1104827246,42886200,37802860,62284831,49308544,12976287,9222154,97081326,26116505,108394856,32218502,55637202,55349299,287903,110905688,4716764,69923,385241369,577978062,3382222,"CB_2004_USA",4954108,3231455,240337128,21333813,268912214,7241273,275827273,7431529580,5918182150,346243844,56973303,31943938,49353204,150073671,9740283,48601368,73557823,0,908299763,840041991,429113220,371765848,141920507,4912828281,4909619701,4836061880,0,28672482,2624355717,44619583,290757626,2571289833,53065884,88109560,668040987,1479762077,0,141630289,0,27081893,42103343,104021848,337933934,504299585,,179306114,5055980403,4751635,238466352,297373764,2789415086,4730680201,738321506,20857573,388293106,249162520,184731691,257704042,29116400,3973478755,1392956369,1816163,889540954,152787753,3852434,42180752,15021450,1552045702,1022790180,15486091,111995596,1552593108,63839899,"United States & Other Areas",110137664,77331630,34796491,57202202,504299585,757201446,3208580,"2004"
7601000415,7767,83383385,387417270,127909697,8297536,529268440,5034669168,741171227,4043266909,705658060,991402253,35513165,46211206,62734830,52094810,10640020,8076060,95444221,34808610,101829054,31319530,77838371,77581776,256595,107790342,4231307,427515,331867882,527872351,2721780,"CB_2003_USA",4992645,5600379,234001926,20078666,262952928,8872336,158173668,6715924936,5404848590,335342857,54152758,31728824,49319003,145857274,7897008,46321438,77120835,0,869464043,770294395,416900158,315838527,142630549,4431398897,4428529712,4351408878,0,25204007,2272644932,40699009,231532049,2233086033,39558899,79672405,602643081,1278539489,0,149110048,0,37086484,52949096,102566180,323231267,448569375,,155729456,4524527229,5197715,230410869,274533355,2510786066,4293497917,732950017,20402027,379480168,239898645,186763448,245996172,37913670,3561337197,1253443411,1759347,780437257,155034624,4530675,45137286,15862612,1456169104,932368559,16476584,110178892,1457436088,73913799,"United States & Other Areas",100759313,72389929,32709394,60999898,448569375,732160720,2869185,"2003"
