"ASSET","BANKS","BKPREM","CHBAL","CHBALI","CRLNLS","DDT","DEP","DEPFOR","DEPI","DEPIFOR","DEPNI","DEPNIFOR","DRLNLS","EDEP","EDEPDOM","EDEPFOR","EFREPP","EINTEXP","ELNATR","EOTHNINT","EPREMAGG","EQCDIV","EQCDIVC","EQCDIVP","ESAL","ESUBND","EXTRA","FREPO","FREPP","ICHBAL","ID","IFREPO","IGLSEC","ILNDOM","ILNFOR","ILNLS","ILS","INTAN","INTBAST","INTBLIB","INTINC","ISC","ISERCHG","ITAX","ITAXR","ITRADE","LNAG","LNATRES","LNAUTO","LNCI","LNCON","LNCONOTH","LNCRCD","LNDEP","LNLS","LNLSGR","LNLSNET","LNMOBILE","LNMUNI","LNRE","LNREAG","LNRECONS","LNREDOM","LNREFOR","LNREMULT","LNRENRES","LNRERES","LNSP","LS","MTGLS","NALNLS","NCLNLS","NETINC","NEW10_1","NEW10_2","NEW10_3","NEW11_1","NEW15_1","NEW15_2","NEW15_3","NEW15_4","NEW15_5","NEW15_7","NEW16_1","NEW6_1","NEW9_1","NIM","NONII","NONIX","NTLNLS","NTR","NTRTIME","NUMEMP","OEA","OONONII","ORE","P3LNLS","P9LNLS","SC","SCAGE","SCEQ","SCMUNI","SCMV","SCUST","STNAME","SUBND","TINTINC","TOINTEXP","TPD","TRADE","TRN","UNINC","YEAR"
824959797,13976,12789000,116939000,2771000,394000,309106000,681619000,,372513000,,309106000,,1548033,19833000,19833000,,3899016,24489474,1263695,5460000,2984197,2430000,2426000,4000,10127000,254458,21561,34379920,50481000,,"CB_1973_USA",2486695,-27000,35373000,,35373000,,,668780752,427883351,47034126,9174431,1326992,2122000,27000,0,17153000,7527000,33480736,158688000,100382803,91241803,9141000,39696000,461890000,459756000,452229000,8380191,,118787000,5420000,,118787000,,6929000,38642000,67796000,23754089,2136000,772000,,,6581866,0,8655329,,0,0,0,0,681619000,127775000,309106000,0,0,0,22545000,5999992,18571197,1154033,371179000,244738359,1095203,34379920,4673000,434000,,,179400832,27537760,,91228000,,55293000,"United States & Other Areas",4117351,11661126,4153474,0,0,310441000,6694937,"1973"
730901706,13733,11525000,111844113,2782000,363663,296391000,616907567,,320516000,,296391000,,1250989,13845000,13845000,,1429171,15602943,972238,4665000,2672000,2195816,2192000,3816,9086000,213532,20000,25634862,33731000,,"CB_1972_USA",1026550,92000,25645000,,25645000,,,589154224,359500820,35029550,8358000,1262022,1708000,-92000,0,14301000,6624000,29084924,132498000,87629904,80406402,7223502,29997000,388902180,388902000,382278000,6436145,,99086394,4752270,,99086394,,5776000,31714703,56843421,22484640,,1161000,,,5655762,0,5128096,,0,0,0,0,616907567,124188000,296391000,0,0,0,19427000,5220022,16423000,887326,319368000,196327760,1025997,25634862,3958000,369000,,,178459362,21156678,,87418000,,64709715,"United States & Other Areas",4092820,9384550,1642703,0,0,297539000,,"1972"
633573367,13612,10285000,98690700,2427000,317320,262278862,539184062,,276905000,,262279000,,1404520,12225000,12225000,,1095648,13603029,868000,4366000,2428318,2232431,2227000,5431,8397000,142381,-639,19643272,24180000,,"CB_1971_USA",871167,213000,23079000,,23079000,,,507826105,304709180,31628167,7678000,1231470,1689000,-213000,0,12506206,6151274,24850695,118401000,74796848,68809102,5987746,21313511,328225855,328226000,322075000,4674364,,82314290,4173726,,82314290,,3981850,26277989,47880725,19353459,,668000,,,5236361,0,5307564,,0,0,0,0,539184062,112166000,262278862,0,0,0,18025000,4747470,15191318,1087200,275990000,164739249,980660,19643272,3516000,391000,,,163680833,17071836,,80135021,,62696667,"United States & Other Areas",2956180,8549167,1238029,0,0,263194000,,"1971"
570158397,13511,9143000,93048095,1402000,255350,247166000,482506000,,235339000,,247166000,,1236988,10486000,10486000,,1400838,12455568,703150,4549000,2163000,2053739,2047000,6739,7716000,104730,-12810,15952321,16609000,,"CB_1970_USA",1006367,-104000,22969000,,22969000,,,450911324,254708879,30513367,6538000,1178192,2173000,104000,0,11099000,5998689,22366443,112268000,66003700,60851723,5151977,18375377,298186377,298186000,292187000,,,73082885,4319352,,73082885,,3307589,23238944,42217000,16928945,,669000,,,4837040,0,5664059,,0,0,0,0,482506000,98811000,247166000,0,0,0,18057000,4202192,14428000,981638,234772000,136528000,951867,15952321,3024000,407000,,,141370003,12481059,,67414393,,58880431,"United States & Other Areas",2091879,7544367,1505568,0,0,247733000,,"1970"
524645322,13473,8070059,89335000,302000,209124,240130785,436989665,,196859000,,240131000,,697874,9793000,9793000,,1205787,11532649,521064,3396000,1846000,1776035,1769000,7035,6782000,100742,6914,9712405,14685000,,"CB_1969_USA",811580,-237000,20728000,,20728000,,,412899490,214144316,27284580,5745000,1120000,2164000,237000,0,10323000,5885873,22706108,108394000,63355683,59633395,3722288,17364110,286751110,286752000,280866000,,,70324748,3992931,,70324748,,3210358,22053459,41068000,17066160,,602000,,,4333850,0,3181756,,0,0,0,0,436989665,93796302,240130785,0,0,0,15753000,3521000,12024000,488750,196582000,103063000,904008,9712405,2401000,360820,,,122019085,9239140,,57573000,,53262588,"United States & Other Areas",1998316,6556580,1306529,0,0,240408000,,"1969"
500160338,13487,6656856,83266000,335000,219000,228724682,434651699,,205927000,,228725000,,629000,8685000,8685000,,,9314986,512000,2683000,1601000,1488000,1488000,,5856000,101000,,6527458,7468200,,"CB_1968_USA",,-457000,17121000,,17121000,,,401489458,215505337,22501000,5380000,1055000,1266000,457000,0,9712410,5215000,21200443,98143000,58406799,56296664,2110135,15822557,264639967,264640000,259425000,,,65327939,3735180,,65327939,,,20448759,41144000,16698575,,,,,3786000,0,,,0,0,0,0,434651699,96166256,228724682,0,0,0,13186000,2974000,10140000,410000,205614000,109760761,866725,6527458,1919000,323257,,,135202000,10072000,,58391738,,64141000,"United States & Other Areas",2110137,5380000,101000,0,0,229037000,,"1968"
450646791,13514,6007170,77529000,541000,169000,210456955,395795923,,185339000,,210457000,,601000,7383000,7383000,,,7733664,434000,2292000,1407000,1342000,1342000,,5204000,83664,,3924357,4980322,,"CB_1967_USA",,-21000,14647000,,14647000,,,360463357,192303712,19152000,4505000,986000,1177154,21000,0,9260220,4732000,18890458,88182000,51420083,50069861,1350222,14294760,237488980,237489000,232757000,,,58674222,3419336,,58674222,,,17884886,37370000,14893437,,,,,3508846,0,,,0,0,0,0,395795923,94451458,210456955,0,0,0,11418000,2626000,8903000,432000,184998000,90887510,809554,3924357,1640000,282704,,,123241000,8896000,,49820973,,62212000,"United States & Other Areas",1984390,4505000,83664,0,0,210797000,,"1967"
402898789,13538,5619000,68649000,253000,144000,191737364,352840159,,161103000,,191737000,,546000,6259472,6259472,,,6627811,417000,2046000,1261000,1240048,1240048,,4694000,67339,,2460941,2824088,,"CB_1966_USA",,-392447,13286000,,13286000,,,322953941,165656990,17135311,3849311,915049,1029906,392447,0,8547000,4336933,18290164,80394000,47986068,47986068,,15319410,220305410,220306000,215969000,,,54102422,3112422,,54102422,,,16330000,34660000,13701770,,,,,3039647,0,,,0,0,0,0,352840159,90076746,191737364,0,0,0,10508000,2373049,8001000,402000,160922000,71026049,760133,2460941,1458000,,,,104271000,5951000,,40831664,,55897000,"United States & Other Areas",1729902,3849311,67339,0,0,191918000,,"1966"
375394111,13544,5144222,60436719,740682,142024,183836865,331512681,,147676000,,183837000,,465678,5070781,5070781,,,5316463,324000,1867226,1143462,1146186,1146186,,4287716,56163,,2064215,2438413,,"CB_1965_USA",,-426,11205000,,11205000,,,305505605,151767114,14714998,3509998,842775,1029162,426,0,8203013,4011273,17139000,71235183,45497247,45497247,,15281050,203061201,203061201,199050000,,,49393933,2888012,,49393933,,,14346493,32159428,13665853,,,,,2861412,0,,,0,0,0,0,331512681,92554897,183836865,0,0,0,9399000,2113598,7298404,323654,,55120919,732163,2064215,1270823,,,,103650708,4513114,,38480349,,59209832,"United States & Other Areas",1652701,3509998,56163,0,0,,,"1965"
345130205,13493,4753588,60032916,859176,175174,178691247,306230277,,127539000,,178691000,,426566,4088061,4088061,,,4241087,251000,1737963,1032544,1062561,1062561,,4009794,25749,,,,,"CB_1964_USA",,-14000,9785000,,9785000,,,276914876,128349657,13110723,3325723,781405,1148000,14000,0,7496223,3552676,14661720,60040383,39814778,39814778,,14270635,178648870,178648870,175096000,,,43733086,2616604,,43733086,,,12377719,28738763,11950210,,,,,2602000,0,,,0,0,0,0,306230277,82966971,178691247,0,0,0,8870000,1924674,6780301,251392,,44572059,702658,0,1143269,,,,100959700,3586296,818907,33343807,,62447900,"United States & Other Areas",810657,3325723,25749,0,0,,,"1964"
311790148,13291,3944690,50445462,666809,114810,162952144,274646629,,111694000,,162953000,,353063,3464308,3464308,,,3574160,238000,1544359,919980,990039,990039,,3741408,3335,,,,,"CB_1963_USA",,118000,8672000,,8672000,,,254071838,111824014,11769514,3097514,728857,1227000,-118000,0,7461413,2994811,12437272,52702200,34531746,34531746,,13036112,158927544,158928178,155933000,,,39088205,2303251,,39088205,,,10539675,26245279,10265352,,,,,2393000,0,,,0,0,0,0,274646629,76413701,162952144,0,0,0,8196000,1750146,6205747,238253,,35280784,648967,0,1021289,449310,,,97472029,3607932,761652,29611314,,62707048,"United States & Other Areas",130014,3097514,3335,0,0,,,"1963"
295983003,13124,3403454,53798705,494254,101765,163216578,261443531,,98227000,,163217000,,268932,2845283,2845283,,,2911371,167000,1429979,823555,939426,939426,,3492650,1763,,,,,"CB_1962_USA",,198000,7718000,,7718000,,,235429734,98247496,10570237,2852237,681243,1256000,-198000,0,7072969,2694275,10529184,48668367,30524024,30524024,,11020442,142717591,142717591,140023000,,,34309294,2002871,,34309294,,,8938880,23367543,9340453,,,,,2348000,0,,,0,0,0,0,261443531,71043588,163216578,0,0,0,7659000,1659832,5746184,167167,,27183365,656153,0,978589,480755,,,94912480,3005925,689017,24582904,,65830546,"United States & Other Areas",20496,2852237,1763,0,0,,,"1962"
277374117,13115,3101723,56181467,330134,90669,165092941,247904875,,82812000,,165093000,,280694,2106645,2106645,,,2146465,190000,1371254,735543,893230,893230,,3276324,1823,,,,,"CB_1961_USA",,409000,7009000,,7009000,,,214798776,82834107,9539866,2530866,630458,1406000,-409000,0,6224041,2606474,9062043,45156607,27819669,27819669,,8342976,127413856,127413856,124807000,,,30330432,1731465,,30330432,,,7448966,21150001,8776345,,,,,2374000,0,,,0,0,0,0,247904875,63887535,165092941,0,0,0,7394000,1549882,5383121,190025,,18924397,633380,0,919424,442272,,,89661642,2259293,620059,20103538,,65943868,"United States & Other Areas",22107,2530866,1823,0,0,,,"1961"
256322119,13126,2829328,51901992,204790,93916,155709317,228993232,,73284000,,155709000,,300165,1785086,1785086,,,1874495,206000,1845687,498294,829522,829522,,2797966,2024,,,,,"CB_1960_USA",,110000,6807000,,6807000,,,198747028,73307219,9176124,2369124,589954,1384000,-110000,0,5639635,2356217,8928125,43132100,26376970,26376970,,8085875,119877828,119877828,117522000,,,28694419,1631073,,28694419,,,6774992,20288354,7721904,,,,,2257000,0,,,0,0,0,0,228993232,73283915,155709317,0,0,0,7302000,1578332,5141947,206249,,,609807,0,988378,375212,,,81020238,99729,571053,17336667,,60422227,"United States & Other Areas",23219,2369124,2024,0,0,,,"1960"
243421960,13114,2624494,49211482,166310,94341,151538240,219011505,,67473000,,151539000,,147774,1580250,1580250,,,1661819,53000,1832000,444000,774167,774167,,2577000,2219,,,,,"CB_1959_USA",,-698000,5969000,,5969000,,,189443652,67499214,8247427,2278427,532000,884000,698000,0,4983470,2171789,,40195317,24133935,24133935,,7937973,112866641,112866641,110695000,,,28031357,1570790,,28031357,,,6213848,20246719,,,,,,1553000,0,,,0,0,0,0,219011505,67473265,151538240,0,0,0,6585000,1456000,4853000,53433,,,580600,0,924000,276062,,,78582342,42000,539000,16754000,,58349000,"United States & Other Areas",26214,2278427,2219,0,0,,,"1959"
237474461,13124,2322247,48791792,188575,91512,149487971,215168651,,65681000,,149488000,,152568,1380575,1380575,,,1407102,61000,1496258,389942,723500,723500,,2400000,2366,,,,,"CB_1958_USA",,588000,5141000,,5141000,,,184376986,65708689,7187001,2046001,486507,1271000,-588000,0,4927126,1955113,,40457241,20680478,20680478,,717821,100086769,100086769,98132000,,,25267331,1453007,,25267331,,,5394408,18419916,,,,,,2082000,0,,,0,0,0,0,215168651,65680680,149487971,0,0,0,5780000,1333549,4286200,61056,,,552331,0,847042,249476,,,86056411,6080,504997,16316891,,65782876,"United States & Other Areas",27689,2046001,2366,0,0,,,"1958"
221534482,13165,2095927,48218664,122001,72007,142827445,200485251,,57658000,,142827000,,143573,1141715,1141715,,,1193487,72000,1427137,352165,675867,675867,,2267547,2234,,,,,"CB_1957_USA",,-173000,4963000,,4963000,,,169252687,57685657,6817876,1854876,440892,998000,173000,0,4030148,1776004,,40545528,20199777,20199777,,728404,95577014,95577014,93801000,,,23104149,1348615,,23104149,,,4765787,16989747,,,,,,1578000,0,,,0,0,0,0,200485251,57657806,142827445,0,0,0,5625000,1243996,4046849,71566,,,543815,0,803104,219461,,,75329686,7394,476205,13732692,,57678711,"United States & Other Areas",27657,1854876,2234,0,0,,,"1957"
216145685,13218,1893536,48444022,105666,63479,144384676,196507125,,52122000,,144385000,,155547,805857,805857,,,853638,92000,1316525,315611,614501,614501,,2093128,2389,,,,,"CB_1956_USA",,-286000,4413000,,4413000,,,164196002,52150925,6125887,1712887,385297,815000,286000,0,4115690,1561775,,38706798,18828502,18828502,,653962,91704565,91704565,90143000,,,22484310,1317065,,22484310,,,4331082,16836163,,,,,,1476000,0,,,0,0,0,0,196507125,52122449,144384676,0,0,0,5272000,1122401,3725264,92068,,,522025,0,737104,176043,,,73947336,12751,443630,12716647,,57944935,"United States & Other Areas",28925,1712887,2389,0,0,,,"1956"
209145179,13237,1700036,46559853,143225,67173,141037486,190988628,,49951000,,141038000,,116576,678237,678237,,,703911,49000,1189095,285146,563543,563543,,1895908,2581,,,,,"CB_1955_USA",,-164000,3697000,,3697000,,,159743644,49980791,5381731,1684731,339975,794000,164000,0,4411465,1267677,,33209723,17159640,17159640,,572826,83628098,83628098,82360000,,,20767275,1278753,,20767275,,,3773179,15715343,,,,,,1320000,0,,,0,0,0,0,190988628,49951142,141037486,0,0,0,4677000,1020131,3370149,49403,,,493722,0,680156,154132,,,77240419,10329,421177,12500910,,60866308,"United States & Other Areas",29791,1684731,2581,0,0,,,"1955"
200588794,13323,1522620,43235072,163224,74398,134782730,183309223,,48526000,,134783000,,118764,618341,618341,,,629809,44000,1063950,261172,514066,514066,,1761875,2912,,,,,"CB_1954_USA",,350000,3263000,,3263000,,,154645995,48550385,4860554,1597554,311806,908000,-350000,0,5126944,1070973,,26823376,14720160,14720160,,239932,71412268,71412268,70341000,,,18347430,1139304,,18347430,,,3229244,13978882,,,,,,1473000,0,,,0,0,0,0,183309223,48526493,134782730,0,0,0,4231000,930856,3086997,44366,,,468792,0,619050,123896,,,84141771,21239,392242,12387053,,68099627,"United States & Other Areas",24385,1597554,2912,0,0,,,"1954"
191062168,13432,1392396,44478304,103436,62035,130289223,175083481,,44794000,,130289000,,120960,534493,534493,,,561643,59000,1016705,232868,470888,470888,,1652295,2979,,,,,"CB_1953_USA",,-117000,3156000,,3156000,,,144220898,44815937,4660704,1504704,271444,786000,117000,0,4883837,961317,,27157544,14411636,14411636,,161925,68227485,68227485,67266000,,,16612658,1062224,,16612658,,,2806061,12744373,,,,,,1070000,0,,,0,0,0,0,175083481,44794258,130289223,0,0,0,4098000,837205,2901868,58925,,,456324,0,565761,128052,,,76851462,33456,371785,10620012,,62439479,"United States & Other Areas",21937,1504704,2979,0,0,,,"1953"
186682379,13439,1290798,44299249,116961,53512,129992116,171357027,,41365000,,129992000,,88244,458059,458059,,,482655,35000,893650,214243,438298,438298,,1495232,3675,,,,,"CB_1952_USA",,-64000,2784000,,2784000,,,140221404,41390027,4160052,1376052,244696,695000,64000,0,3824558,903935,,27815944,12641861,12641861,,157357,64728245,64728245,63824000,,,15615871,1036500,,15615871,,,2583496,11995875,,,,,,1067000,0,,,0,0,0,0,171357027,41364911,129992116,0,0,0,3677000,786790,2603125,34732,,,435079,0,542094,123352,,,76280443,22196,356741,10006206,,62385975,"United States & Other Areas",25027,1376052,3675,0,0,,,"1952"
177448839,13455,1192647,44241808,89963,51072,124879989,163171949,,38292000,,124880000,,85950,385344,385344,,,398887,35000,792565,201435,414984,414984,,1350819,3876,,,,,"CB_1951_USA",,-27000,2425000,,2425000,,,131133771,38310083,3658157,1233157,230507,559000,27000,0,3331145,813589,,25787675,10399389,10399389,,148838,58184383,58184383,57371000,,,14487412,982711,,14487412,,,2423448,11081253,,,,,,1047000,0,,,0,0,0,0,163171949,38291960,124879989,0,0,0,3259000,755208,2344819,34878,,,408767,0,524701,123003,,,73672808,21222,337520,9016262,,60577613,"United States & Other Areas",18083,1233157,3876,0,0,,,"1951"
166792478,13446,1108923,39864505,180874,52013,117006559,153497611,,36491000,,117007000,,80763,343040,343040,,,351669,29000,730485,187750,386916,386916,,1201724,4333,,,,,"CB_1950_USA",,52000,2008000,,2008000,,,125187824,36511291,3248881,1240881,212272,428000,-52000,0,2833460,672986,,21808262,10061154,10061154,,90033,52481670,52481670,51809000,,,13415820,946188,,13415820,,,2219326,10250306,,,,,,1072000,0,,,0,0,0,0,153497611,36491052,117006559,0,0,0,2897000,700276,2119959,28750,,,383900,0,488004,110084,,,73197950,11316,323442,7958929,,61035564,"United States & Other Areas",20291,1240881,4333,0,0,,,"1950"
155318639,13436,1046151,35222106,79619,42787,107145560,143194309,,36049000,,107145000,,102042,328010,328010,,,336685,59000,692263,167557,349052,349052,,1110750,5093,,,,,"CB_1949_USA",,35000,1760000,,1760000,,,118402841,36070731,2975206,1215206,194013,325000,-35000,0,2963112,548034,,16939200,8007054,8007054,,97913,43046700,43046700,42499000,,,11412921,885617,,11412921,,,2014215,8513089,,,,,,968000,0,,,0,0,0,0,143194309,36048749,107145560,0,0,0,2638000,650905,1970570,59255,,,365747,0,456892,93224,,,75824222,6215,312769,6402782,,65840995,"United States & Other Areas",21731,1215206,5093,0,0,,,"1949"
152162826,13419,999046,38097434,74132,50592,105154865,140682521,,35528000,,105155000,,78880,316570,316570,,,325232,28000,653470,154434,326603,326603,,1044452,5230,,,,,"CB_1948_USA",,-19000,1600000,,1600000,,,112391933,35550304,2797697,1197697,173791,275000,19000,0,2774536,409217,,18765233,6806207,6806207,,121126,42387812,42387812,41979000,,,10671388,847912,,10671388,,,1910842,7912634,,,,,,941000,0,,,0,0,0,0,140682521,35527656,105154865,0,0,0,2473000,642386,1852356,28288,,,359624,0,468595,80371,,,70338801,8404,307726,5511216,,61398382,"United States & Other Areas",22304,1197697,5230,0,0,,,"1948"
152773209,13403,936444,36936014,78137,67687,106934598,141888666,,34954000,,106935000,,120370,298274,298274,,,306911,53000,594566,145792,309324,309324,,947111,5981,,,,,"CB_1947_USA",,-18000,1282000,,1282000,,,114382444,34983542,2540943,1258943,147761,302000,18000,0,1609688,,,18014990,5655268,5655268,,113941,37591988,37591988,37592000,,,9270649,793539,,9270649,,,1661126,6815984,,,,,,775000,0,,,0,0,0,0,141888666,34954068,106934598,0,0,0,2234000,601913,1687469,52683,,,349812,0,454152,80041,,,76712307,13504,302183,5130927,,67946187,"United States & Other Areas",29542,1258943,5981,0,0,,,"1947"
147365393,13359,902000,33704000,117176,74499,103416303,137030000,,33613000,,103417000,,71253,268624,268624,,,279333,-3000,537327,137164,290638,290638,,830929,8345,,,,,"CB_1946_USA",,76000,951000,,951000,,,112326176,33648368,2346137,1395137,124696,323000,-76000,0,1357944,,514029,14018991,4031402,4031402,,81068,30739973,30740000,30740000,,,7106468,683569,,7106468,,,1365361,5057538,2202897,,,,,894000,0,,,0,0,0,0,137030000,33612986,103416303,0,0,0,2067000,576135,1505420,-3246,,,334092,0,451439,85000,,,81469000,15027,298000,4301000,,73559973,"United States & Other Areas",35368,1395137,8345,0,0,,,"1946"
157582209,13302,903000,34303000,99444,67014,117847138,147811000,,29964000,,117847000,,55901,233321,233321,,,247538,-11000,479262,139012,262669,262669,,690899,11769,,,,,"CB_1945_USA",,134000,727000,,727000,,,121934444,30006892,2027175,1300175,109789,299000,-134000,0,1314293,,224762,9462256,2361240,2361240,,48599,25768677,25769000,25769000,,,4679250,507342,,4679250,,,840404,3331504,1471836,,,,,894000,0,,,0,0,0,0,147811000,29963844,117847138,0,0,0,1779000,577859,1309173,-11113,,,304394,0,468070,100000,,,96066000,21669,320000,3875000,,88911331,"United States & Other Areas",42892,1300175,11769,0,0,,,"1945"
134612745,13268,940000,29746000,81327,84224,101793313,125752000,,23958000,,101794000,,70090,186773,186773,,,201530,-14000,433585,139152,239548,239548,,626700,13645,,,,,"CB_1944_USA",,19000,698000,,698000,,,103489327,24008065,1788253,1090253,107375,203000,-19000,0,1722866,,174164,7921036,1888410,1888410,,59374,21354758,21355000,21355000,,,4344151,449614,,4344151,,,737930,3156607,1204933,,,,,736000,0,,,0,0,0,0,125752000,23958482,101793313,0,0,0,1586000,519402,1199437,-14134,,,285831,0,412027,139000,,,82053000,977613,347000,3424000,,74918387,"United States & Other Areas",50065,1090253,13645,0,0,,,"1944"
112246361,13274,994000,27191000,89013,85664,84956088,104116000,,19160000,,84956000,,75223,163900,163900,,,178726,-10000,396322,139923,219166,219166,,582100,14324,,,,,"CB_1943_USA",,-13000,706000,,706000,,,83611013,19160000,1567412,861412,95332,128000,13000,0,1505253,,160456,7777748,1868428,1868428,,57939,18843488,18844000,18844000,,,4437990,448577,,4437990,,,785826,3203587,1205670,,,,,623000,0,,,0,0,0,0,104116000,19159689,84956088,0,0,0,1388000,484142,1118345,-10441,,,280956,0,388810,207000,,,64678000,2501430,355000,3288000,,56191570,"United States & Other Areas",,861412,14324,0,0,,,"1943"
95459010,13347,1048000,27593000,113537,68546,71559350,87820000,,16261000,,71559000,,80647,174674,174674,,,189533,12000,395618,137002,213085,213085,,552559,14523,,,,,"CB_1942_USA",,-54000,817000,,817000,,,66364537,16261000,1427298,610298,84309,80000,54000,0,1641775,,280434,7757567,2270472,2270472,,27000,18906869,18907000,18907000,,,4647193,476738,,4647193,,,907343,3263112,1256594,,,,,426000,0,,,0,0,0,0,87820000,16261077,71559350,0,0,0,1237000,419540,1085179,12101,,,222398,0,335231,301000,,,47344000,2718398,419000,3533000,,37993602,"United States & Other Areas",,610298,14523,0,0,,,"1942"
76827000,13430,1060000,25793000,158310,70947,53560860,69421000,,15860000,,53561000,,103868,190256,190256,,,208193,33000,419798,167785,235833,235833,,513948,17563,,,,,"CB_1941_USA",,-16000,848000,,848000,,,49452310,15860000,1357175,509175,,8000,16000,0,1449942,,,9215139,,,,39793,21262202,21262000,21262000,,,4775583,535329,,4775583,,,1031410,3208844,,,,,,436000,0,,,0,0,0,0,69421000,13261402,53560860,0,0,0,1149000,446483,1101531,32921,,2598311,268182,0,446483,370000,,,28032000,4686397,444311,3652000,,16944850,"United States & Other Areas",,509175,17563,0,0,,,"1941"
70720000,13442,1071000,26291000,157391,65887,47716084,63470000,,15754000,,47716000,,113699,200790,200790,,,218577,48000,369018,178979,219437,219437,,485194,17313,,,,,"CB_1940_USA",,-15000,769000,,769000,,,42718391,15754000,1268650,499650,,6000,15000,0,1281362,,,7178907,,,,43948,18397775,18398000,18398000,,,4470196,543553,,4470196,,,1043802,2882841,,,,,,383000,0,,,0,0,0,0,63470000,13062315,47716084,0,0,0,1049000,435928,1033191,47812,,2691204,253240,0,435928,463000,,,24163000,4247939,480663,3608000,,13344441,"United States & Other Areas",,499650,17313,0,0,,,"1940"
63146526,13538,1091114,21876000,204960,65581,40839329,56076349,,15237000,,40839000,,136137,215237,215237,,,234307,71000,364774,155911,213836,213836,,471360,18448,,,,,"CB_1939_USA",,0,727000,,727000,,,39498960,15237000,1248681,521681,,5000,0,0,1094399,,,6331392,,,,57307,16866021,16866000,16866000,,,4137450,534273,,4137450,,,1006178,2596999,,,,,,370000,0,,,0,0,0,0,56076349,12622325,40839329,0,0,0,1015000,423392,992045,70556,,2614695,246325,0,423392,565585,,,22428000,3822001,509196,3285180,,12153207,"United States & Other Areas",,521681,18448,0,0,,,"1939"
56800254,13661,1123363,17176000,237600,56405,34949194,49778676,,14829000,,34950000,,150100,229629,229629,,,249990,94000,350698,155416,202674,202674,,461936,19435,,,,,"CB_1938_USA",,-49000,705000,,705000,,,37712600,14829000,1236854,531854,,4000,49000,0,1064933,,,5633313,,,,128003,16024318,16024000,16024000,,,3859109,519365,,3859109,,,923025,2416719,,,,,,281000,0,,,0,0,0,0,49778676,12195956,34949194,0,0,0,987000,409068,968050,93695,,2633526,241269,0,409068,645699,,,21451000,2935395,538996,3011333,,11936870,"United States & Other Areas",,531854,19435,0,0,,,"1938"
54212416,13797,1160501,14931000,214027,89860,32364469,47223688,,14859000,,32365000,,141537,235350,235350,,,260878,52000,352060,154228,201450,201450,,452165,24195,,,,,"CB_1937_USA",,-59000,710000,,710000,,,37440027,14859000,1282019,572019,,5000,59000,0,788355,,,,,,,73497,16749740,16750000,16750000,,,3641000,501543,,3641000,,,,3139457,,,,,,357000,0,,,0,0,0,0,47223688,12100322,32364469,0,0,0,1021000,409512,958453,51677,,2758897,241645,0,409512,519572,,,20476000,2414491,615379,2586920,,11572791,"United States & Other Areas",,572019,24195,0,0,,,"1937"
56210481,13973,1177752,15730000,255056,110595,35147022,49283126,,14136000,,35147000,,250266,237222,237222,,,273383,140000,375216,147575,188886,188886,,427042,34531,,,,,"CB_1936_USA",,113000,663000,,663000,,,38527315,14136000,1236991,573991,,2000,-113000,0,637369,,,,,,,90269,15964864,15965000,15965000,,,3446855,487604,,3446855,,,,2959251,,,,,,490000,0,,,0,0,0,0,49283126,11491137,35147022,0,0,0,964000,504638,949833,139671,,2644967,233411,0,504638,560468,,,22307259,2558256,636387,2756130,,12535460,"United States & Other Areas",,573991,34531,0,0,,,"1936"
50925635,14125,1196266,13851000,253542,81812,30779759,44147311,,13368000,,30779000,,318732,262228,262228,,,298196,237000,323765,119170,174216,174216,,410953,33321,,,,,"CB_1935_USA",,-211000,643000,,643000,,,35088542,13368000,1190727,547727,,,211000,0,,,,,,,,105322,14718724,14719000,14719000,,,3322762,487505,,3322762,,,,2835257,,,,,,174000,0,,,0,0,0,0,44147311,10575116,30779759,0,0,0,893000,582979,853888,236920,,2792436,110294,0,582979,550723,,,20116000,2429671,616382,2657957,,11168436,"United States & Other Areas",,547727,33321,0,0,,,"1935"
46448076,14146,1212438,11202101,343147,52874,26332555,39015142,,12683000,,26332000,,552857,302603,302603,,,327723,500000,336472,124790,169973,169973,,402038,17796,,,,,"CB_1934_USA",,-377000,691000,,691000,,,33128654,12683000,1241092,550092,,,377000,0,,,,,,,,163951,14613892,14613892,14614000,,,3335665,499251,,3335665,,,,2836414,,,,,,-357000,0,,,0,0,0,0,39015142,9708911,26332555,0,0,0,913000,469533,863300,499983,,2973676,235796,0,469533,465313,,,18171507,1643499,635955,2410686,,10503059,"United States & Other Areas",,550092,17796,0,0,,,"1934"
